drugName,condition,review,rating,usefulCount,condition_cat,stemmedReview
Carbamazepine,Epilepsy,"""Previously on generic with onset symptoms. Now on Name brand and still transitioning from Aptiom which was not effective in controlling symptoms. Hoping name brand works.""",8.0,0,49,previous gener onset symptom now name brand still transit aptiom effect control symptom hope brand work
Doxycycline,Acne,"""I started taking the doxcy (100 mg) once a day for my acne.  I am 29 years old female that had never had acne in my teens until now at this age.  Okay so I began with this pill and for me it got worse before it got better. I took this for a month and a week and I did see improvement till like my 4th week of using it. So then my derm prescribed the same doxcy  (100 mg) but now twice a day which is much better along with tretinoin cream 0.05% every night. This has helped me so much. One big tip that I can give you guys is not to stress about the acne I know it&#039;s hard but stressing will only make it worse. Just think that one day it will go away.  Now it&#039;s been  25 days with the new prescribed doxcy and finally no more acne.""",9.0,35,6,i start take doxci mg day acn i year old femal never acn teen age okay i began pill got wors got better i took month week i see improv like th week use so derm prescrib doxci mg twice day much better along tretinoin cream everi night thi help much one big tip i give guy stress acn i know hard stress make wors just think day go away now day new prescrib doxci final acn
Adipex-P,Weight Loss,"""I just started Adipex-P 37.5mg on March 6th, 2011. I am in the military and am a single mom of two. I work and go to school full time so its hard for me to work out everyday even though I&#039;m supposed to. I have never really had trouble losing weight until I started working night shift in May. I would only eat one meal a day but since it was late I gained the weight. I am 5&#039;5 and weighed 184lbs before I was put on this pill. The first day I took it was right after the doctors appointment. By 5pm and I had only eaten one piece of ham. I bought a salad after I took the pill and tried to eat it when I got home at 6 and couldn&#039;t because I had no urge to want to eat. It&#039;s Wednesday now and I&#039;ve lost 4lbs already.""",8.0,7,131,i start adipex p mg march th i militari singl mom two i work go school full time hard work everyday even though i suppos i never realli troubl lose weight i start work night shift may i would eat meal day sinc late i gain weight i weigh lb i put pill the first day i took right doctor appoint by pm i eaten piec i bought salad i took pill tri eat i got home i urg eat it wednesday i lost lb alreadi
Bydureon,"Diabetes, Type 2","""Within 2 weeks saw blood glucose more than half to good levels I&#039;ve not seen for years (literally) no major side effects - felt sick twice within a day or two of first dose but apart from that all ok. Injecting in fatty tissue of stomach hardly any pain. Very well designed device and needle almost painless. I would recommend this for T2s who have gone to max on oral meds and need that extra help, this really is the magic bullet for me. I can handle weekly injections but not daily that&#039;s too much imho.""",10.0,13,42,within week saw blood glucos half good level i seen year liter major side effect felt sick twice within day two first dose apart ok inject fatti tissu stomach hardli pain veri well design devic needl almost painless i would recommend t gone max oral med need extra help realli magic bullet i handl weekli inject daili much imho
Bupropion / naltrexone,Obesity,"""I took this for five months and lost 35 pounds. I loved it but had to stop because it wasn&#039;t covered by my insurance and I could no longer handle the $60 a month for it!!! Would definitely love to know which medication in this pill is what suppressed my appetite so I could take that alone! Would so take this again if I could afford it!""",8.0,33,89,i took five month lost pound i love stop cover insur i could longer handl month would definit love know medic pill suppress appetit i could alon would i could afford
Fluconazole,Vaginal Yeast Infection,"""Quickest relief ever!  Antibiotics always give me a yeast infection! Vaginal creams are slow and yucky. Fluconazole worked quickly and completely!""",10.0,25,130,quickest relief ever antibiot alway give yeast infect vagin cream slow yucki fluconazol work quickli complet
Propofol,Anesthesia,"""It was like going to sleep when you were a little kid and you were very tired and your bed felt delicious.""",10.0,9,9,it like go sleep littl kid tire bed felt delici
Contrave,Obesity,"""I stated taking Contrave a week ago I lost 7lbs so far. I don&rsquo;t feel hungry but I eat about 3X a day low carb some protein and fiber. I drink plenty of water. I sometimes feel nauseous. I don&rsquo;t like to take medications but I am trying to continue taking it because it seems like it&rsquo;s working. After reading some of the reviews I am more confident about it now. I&rsquo;ve been thinking about major side effects with Contrave but no one has reported any so far. Good luck everyone in this weight loss journey.""",8.0,0,89,i state take contrav week ago i lost lb far i rsquo feel hungri i eat x day low carb protein fiber i drink plenti water i sometim feel nauseou i rsquo like medic i tri continu take seem like rsquo work after read review i confid i rsquo think major side effect contrav report far good luck everyon weight loss journey
Accutane,Acne,"""I didn&#039;t like my lips looking like sandpaper for 5 months of my life, but otherwise it worked.""",8.0,17,6,i like lip look like sandpap month life otherwis work
Voltaren-XR,Pain,"""This worked great for my back pain and is non-narcotic so I don&#039;t feel woozy.""",10.0,14,97,thi work great back pain narcot i feel woozi
Victoza,"Diabetes, Type 2","""I have been a type 2 diabetic for 10 yrs now. I tried victoza in may 2016. As of today, Sept. 24th I have lost 45 pounds, I&#039;m down to 1 metformin a day and my A1C is great!! The side effects are minimal. Mainly sour stomach but that can be controlled mostly by diet.  Low starch foods help alot. I&#039;m so glad after trying a few newer meds that I found victoza!!!""",10.0,68,42,i type diabet yr i tri victoza may as today sept th i lost pound i metformin day a c great the side effect minim mainli sour stomach control mostli diet low starch food help alot i glad tri newer med i found victoza
Pimecrolimus,Eczema,"""Frustrated with the lack of effectiveness of any of the medications I have been given for this condition - including Elidel. Still experiencing extreme itchiness, oozing, peeling and cracked skin. Over the years more areas of my body is affected with this condition. Painful and unsightly.""",5.0,6,46,frustrat lack effect medic i given condit includ elidel still experienc extrem itchi ooz peel crack skin over year area bodi affect condit pain unsightli
Acetaminophen / oxycodone,Chronic Pain,"""This med helps to take the edge off enough for the pain to be tolerable. I take HCL 15 mg one every 6 hours. Compared to hydrocodone this is much better and faster relief. Just be careful what you take with it.""",6.0,0,32,thi help edg enough pain toler i hcl mg everi hour compar hydrocodon much better faster relief just care
Levonorgestrel,Birth Control,"""I&#039;ve been on birth control for a while now due to horrendous cramps and excessively heavy cycles. And I&#039;ve always been an anti-kid-having lady so hey it works for me. So I ended up switching from the nuva ring (which I loved) to the Mirena. I&#039;m not going to complain about pain because we&#039;re all different and to be honest, it really wasn&#039;t terrible, a little discomfort. But I&#039;ve had my Mirena for a little over 2 years now and I&#039;ve gained 40-50 pounds with no change in diet, I have absolutely no energy for anything (I work and go to school full time), and I&#039;m recently married with no sex drive. At first the Mirena was a God send, no period, no pill, no hassle or worries. But now I&#039;m counting down the days this evil thing is gone.""",4.0,3,23,i birth control due horrend cramp excess heavi cycl and i alway anti kid ladi hey work so i end switch nuva ring i love mirena i go complain pain differ honest realli terribl littl discomfort but i mirena littl year i gain pound chang diet i absolut energi anyth i work go school full time i recent marri sex drive at first mirena god send period pill hassl worri but i count day evil thing gone
Monistat 7,Vaginal Yeast Infection,"""I used Monistat 7 day and so far its ok. At first it feels a little uncomfortable but after about 15-20 minutes it goes away. I&#039;ve seen everyone had bad results with the one day and three day... Maybe because they are stronger than the seven days. I hope the seven days works good... Today is my first day using it. Just wish the applicator was a little more comfortable!!!""",8.0,4,130,i use monistat day far ok at first feel littl uncomfort minut goe away i seen everyon bad result day three day mayb stronger seven day i hope seven day work good today first day use just wish applic littl comfort
Ethinyl estradiol / norgestimate,Birth Control,"""I started taking this bc pill a month and week ago. At first I just got nauseous then I started getting migraines which were intense and the depression was horrible I was so emotional over stupid things.I got my second pack and took it at 7pm woke up at 8am and felt fine but around 12 I felt bad .I was so weak I couldn&#039;t move and I was sweating and cold and my arm went numb and it felt like I had a hang over but worse. my eyes hurt also. I am getting off this pill and getting switched to a different kind. This was the first bc pill I&#039;ve ever used.""",2.0,5,23,i start take bc pill month week ago at first i got nauseou i start get migrain intens depress horribl i emot stupid thing i got second pack took pm woke felt fine around i felt bad i weak i move i sweat cold arm went numb felt like i hang wors eye hurt i get pill get switch differ kind thi first bc pill i ever use
Pramipexole,Restless Legs Syndrome,"""This has really helped me. I have had RLS all my life off and on.  The RLS is worse now,  I am 74yrs.  I have been on it almost a year. I believe I may be getting some side effects lately. I am so tired, and can&#039;t seem to think straight sometimes. I realize that could be from other things, but I am going to talk to my Doctor on next visit.
It is a God send if you haven&#039;t slept for nights.""",9.0,28,107,thi realli help i rl life the rl wors i yr i almost year i believ i may get side effect late i tire seem think straight sometim i realiz could thing i go talk doctor next visit it god send slept night
Ethinyl estradiol / norgestimate,Birth Control,"""First of all, I started taking birth control when I was 17. I started to regulate and lighten my period. I took Yaz for a year. No problems. After I turned 18, my insurance dropped me so I went to a women&#039;s clinic and was given six months of the Ortho. I have been taking it for four months now, and once this pack is gone, I&#039;m done. The side effects are HORRIBLE. I have no drive for sex. I&#039;m moody, I cry constantly. My period is heavy and unpredictable. It also lasts forever. I haven&#039;t gotten pregnant (we use condoms as well though), but that&#039;s the only plus. My relationship is at stake here because of a pill.""",1.0,24,23,first i start take birth control i i start regul lighten period i took yaz year no problem after i turn insur drop i went women clinic given six month ortho i take four month pack gone i done the side effect horribl i drive sex i moodi i cri constantli my period heavi unpredict it last forev i gotten pregnant use condom well though plu my relationship stake pill
AndroGel,"Hypogonadism, Male","""I am 69 years old.  Prior to starting  5 pumps daily of Andro Gel 5 months ago, T level was 207, low energy and almost no sex drive plus often could not maintain an erection.  After only a couple of weeks, there was a big turnaround, good erections and libido what it was at age 40. Did notice I was a bit more aggressive.  Then, about the 3rd month things went downhill with things back pretty much as they were before Andro Gel. Presently awaiting results of test to see where T levels stands.""",5.0,41,69,i year old prior start pump daili andro gel month ago t level low energi almost sex drive plu often could maintain erect after coupl week big turnaround good erect libido age did notic i bit aggress then rd month thing went downhil thing back pretti much andro gel present await result test see t level stand
Ethinyl estradiol / norgestimate,Birth Control,"""Face cleared. Gained 5 pounds. No vomiting for me or irregular mood swings. Also my periods are very very precise. Only bad thing is the super decreased limbo. Just don&#039;t care for it anymore it seems""",7.0,7,23,face clear gain pound no vomit irregular mood swing also period precis onli bad thing super decreas limbo just anymor seem
Victoza,"Diabetes, Type 2","""All the side effects""",1.0,5,42,all side effect
Ethinyl estradiol / norgestimate,Acne,"""Slow and steady definitely wins this race. I was skeptical going on birth control to fix my ongoing acne battle especially since I am not sexually active. 

I have been on it for 3 months now and I am so grateful I did this!! My acne has cleared up 80% and I expect it to be closer to 95% for the next pack. It was hard to be patient those 3 months of wondering if it would work, but it did and I&#039;m soo happy about it. 

At first, I noticed some swelling and tenderness in the chest, but that subsided after about 2-3 weeks, once my body got a bit more used to it. I had a few pounds of weight gain but that has since come off too- and may have been just water weight.""",9.0,6,6,slow steadi definit win race i skeptic go birth control fix ongo acn battl especi sinc i sexual activ i month i grate i my acn clear i expect closer next pack it hard patient month wonder would work i soo happi at first i notic swell tender chest subsid week bodi got bit use i pound weight gain sinc may water weight
Nitrofurantoin,Urinary Tract Infection,"""Although I think I might have kidney stones instead of a UTI, (due to vast amounts of blood in my urine and no pain when I urinate) my only side effect is nausea. I can&#039;t say if it actually helped with symptoms because I still have side and belly pain after 7 days of being on it. Just because one person might have one side effect or allergic reaction doesn&#039;t mean the next person will. Everyone&#039;s body is different and what doesn&#039;t work for one person might work for the other.""",10.0,6,128,although i think i might kidney stone instead uti due vast amount blood urin pain i urin side effect nausea i say actual help symptom i still side belli pain day just person might side effect allerg reaction mean next person everyon bodi differ work person might work
Metronidazole,Dental Abscess,"""I&#039;ve been taking metronidazoles for 4 days (3 a day) and I&#039;m still in agony, I&#039;ve tried so many painkillers and nothing helps, my right side of my face is in agony and I can&#039;t eat or drink anything hot or too cold, cold air hurts my gums also, anyone have any advice?""",5.0,22,39,i take metronidazol day day i still agoni i tri mani painkil noth help right side agoni i eat drink anyth hot cold cold air hurt gum anyon advic
Ziprasidone,Bipolar Disorde,"""This was the worst experience I&#039;ve had with a medication. I had to go off Lithium because it gave me hypothyroidism and diabetes insipidus and Geodon was a replacement. I was given Geodon at the lowest dose for about two weeks. I was okay, but experiencing a bit of random anxiety. Then my dose was upped and I had a panic attack (I&#039;ve only had 3 of those in my life before) within 24hrs. Several days later I was in the ER with suicidal thoughts for the first time in 20 years. As far as general effectiveness goes before the dosage increase sent everything haywire, I got depressed right away once totally off the Lithium, so it wasn&#039;t really helping anyway. The suicidal thoughts and anxiety were gone within 48hrs after I stopped taking it.""",1.0,10,22,thi worst experi i medic i go lithium gave hypothyroid diabet insipidu geodon replac i given geodon lowest dose two week i okay experienc bit random anxieti then dose up i panic attack i life within hr sever day later i er suicid thought first time year as far gener effect goe dosag increas sent everyth haywir i got depress right away total lithium realli help anyway the suicid thought anxieti gone within hr i stop take
Acetaminophen / butalbital / caffeine,Headache,"""I have been suffering from terrible allergies due to hay fever.  The allergies caused horrible headaches.  Doctor gave me a prescription for butalbital (Fioricet). It helped so much. I was taking Excedrin migraine however it was keeping me up at night. Everyone who suffers must try it. It is inexpensive compared to most migraine medications.""",9.0,0,58,i suffer terribl allergi due fever the allergi caus horribl headach doctor gave prescript butalbit fioricet it help much i take excedrin migrain howev keep night everyon suffer must tri it inexpens compar migrain medic
Naproxen,Period Pain,"""One thing I&#039;ve learned is to avoid dairy products and too much fat about a week to 10 days before my period. I helps a lot with reducing bloating and cramps. I still have to use medication to control the cramps, but no dairy makes a huge difference.""",7.0,6,100,one thing i learn avoid dairi product much fat week day period i help lot reduc bloat cramp i still use medic control cramp dairi make huge differ
Medroxyprogesterone,Birth Control,"""I can&#039;t rate this a 10 because it is DEFINITELY not perfect. No birth control method is. However, I enjoy being on it. What I like about Depo Provera is that it&#039;s a shot I have to get every 3 months - it&#039;s GREAT not having to worry about birth control in-between shots. I don&#039;t have to swallow or insert anything or worry about not taking it on time.  For me, it also stops periods which is the number 2 reason I love it, the number 1 reason being that it&#039;s very effective at preventing pregnancy.  

I got my first Depo Provera shot when I was 14 to stop periods.  I kept bleeding and spotting and was told that would eventually go away by the 2&#039;nd or 3&#039;rd shot.  That didn&#039;t bother me.  """,8.0,1,23,i rate definit perfect no birth control method howev i enjoy what i like depo provera shot i get everi month great worri birth control shot i swallow insert anyth worri take time for stop period number reason i love number reason effect prevent pregnanc i got first depo provera shot i stop period i kept bleed spot told would eventu go away nd rd shot that bother
Nuvigil,Hypersomnia,"""I was diagnosed with idiopathic hypersomnia after months of falling asleep during the day and very early at night.  It very much affects my life, making me feel overwhelmed and unable to complete what a normal person should be able to do.  I was put on Nuvigil and a few hours after taking the first pill, I began to feel jittery.  It lasted a couple of hours and as that feeling left, I got migraines.  The migraines lasted for 2 days.  I then had 2 days where I felt absolutely awesome - I slept fine at night and had ample energy to get through my day. The next 2 days, I felt tired and dragging again.  The last day, I was tired, depressed, and crying on and off all day.  I am now off the medication.""",3.0,13,67,i diagnos idiopath hypersomnia month fall asleep day earli night it much affect life make feel overwhelm unabl complet normal person abl i put nuvigil hour take first pill i began feel jitteri it last coupl hour feel left i got migrain the migrain last day i day i felt absolut awesom i slept fine night ampl energi get day the next day i felt tire drag the last day i tire depress cri day i medic
Moxifloxacin,Bronchitis,"""Avelox did promptly clear up bronchitis and sinusitis. My ankles were so swollen that I could only wear loose fitting houseshoes for the 10 day treatment time. It made me feel jittery and caused abdominal cramps. """,6.0,7,28,avelox promptli clear bronchiti sinus my ankl swollen i could wear loos fit housesho day treatment time it made feel jitteri caus abdomin cramp
Methadone,Chronic Pain,"""Best pain medication I have been on. Started because it was one of the cheapest and long acting. The only major problem is that it destroyed my teeth. It does not make me feel high just normal, it is however a very difficult medication to stop taking. I would not give up my methadone for any other treatment, especially suboxone.""",9.0,53,32,best pain medic i start cheapest long act the major problem destroy teeth it make feel high normal howev difficult medic stop take i would give methadon treatment especi suboxon
Celecoxib,Pain,"""I LOVE Celebrex!  I have degenerative disk disease, bulged disk and degenerative hips.  My doctor had me try it after learning how I can tolerate 6 ibupropen a day.  I have been 85% better as far as the daily pain.  I can do things in exercise that I could not before, due to the pain.  I take homeopathic anti inflammatory supplements as well.  I am a 43 year old photographer, pilates student and teacher living in pain for over 6 years.  So wonderful to have this relief.""",10.0,105,97,i love celebrex i degen disk diseas bulg disk degen hip my doctor tri learn i toler ibupropen day i better far daili pain i thing exercis i could due pain i homeopath anti inflammatori supplement well i year old photograph pilat student teacher live pain year so wonder relief
Aspirin / butalbital / caffeine,Migraine,"""This drug is phenomenal for migraines as long as you catch it early.""",10.0,21,80,thi phenomen migrain long catch earli
Montelukast,Allergic Rhinitis,"""I was prescribed this for headaches and eye irritation for allergies.  Been  taking it for a month.  No improvement or change in symptoms.  Drs office said it takes a few days to help symptoms ; pharmacist said it can take 4-6  weeks to build up on in your system.  The generic is cheap but after a month,  no change.  Don&#039;t know if its med not working or mis diagnosis""",2.0,17,7,i prescrib headach eye irrit allergi been take month no improv chang symptom dr offic said take day help symptom pharmacist said week build system the gener cheap month chang don know work diagnosi
Saliva substitutes,Xerostomia,"""It has the most disgusting taste it made me sick. Retail price over $900.00 and I threw it away.""",1.0,12,132,it disgust tast made sick retail price i threw away
Atomoxetine,ADHD,"""28 years old, 165 pounds. Severe paranoia from stimulants and Wellbutrin; caffeine as well. Nowhere else to turn, I started on Straterra 10mg, twice a day. Effects in first 2 hours. Felt manic-ish. Sleep pattern disrupted. Cola colored urine stains on the toilet bowl when not flushed. Smoking desire enhanced. 
2 weeks later. same dosage. Very focused. Used together occasionally with an anti-psychotic and anti-anxiety for when any panic attacks, manicness, or paranoia begins to occur. 

Studying time increased. Comprehension enhanced. Distractions minimized. Recommend this medicine at 10mg for those with side effects from stimulants.""",9.0,23,4,year old pound sever paranoia stimul wellbutrin caffein well nowher els turn i start straterra mg twice day effect first hour felt manic ish sleep pattern disrupt cola color urin stain toilet bowl flush smoke desir enhanc week later dosag veri focus use togeth occasion anti psychot anti anxieti panic attack manic paranoia begin occur studi time increas comprehens enhanc distract minim recommend medicin mg side effect stimul
Escitalopram,Depression,"""I&#039;ve been on lexapro for several years. I have to say for some the initial side effects can be overwhelming, but stick with it because it will help most of us. You can train yourself to overcome the sexual side effects, and weight gain can be controlled through proper exercise and diet. I&#039;m not an active person, but have to remind myself to hit the gym several times a week. Doing so will greatly and positively affect your mood as well, so just pretend like you have no choice and GO. Also please remember there is no &quot;magic pill&quot; we have to take responsibility for our own happiness, which includes lots more than just taking antidepressants! Hope this helps some!""",8.0,376,40,i lexapro sever year i say initi side effect overwhelm stick help us you train overcom sexual side effect weight gain control proper exercis diet i activ person remind hit gym sever time week do greatli posit affect mood well pretend like choic go also pleas rememb quot magic pill quot respons happi includ lot take antidepress hope help
Doxycycline,Acne,"""Okay so I&#039;ve had pneumonia (Viral) and now I&#039;m left with post viral bacterial bronchitis infection. I&#039;ve been given Doxycycline (Sandoz) tablets and have only taken six tablets. Now my doctor also notice that I also have quiet severe acne and scaring. He explained about the medicine and said if my skin starts clearing up let him know and I can get more. My experience so far is amazing only reason why it&#039;s one off from 10/10 is because I did break out in the first 3 days and it brought up an ugly big pimple that has left me bruised. 3 days later almost gone. My face is not sore as it was before. On top of it I do have a daily routine (sometimes). I take Bio Zinic tablets, deep cleanser (Niva) and Real-U (cream) on affected areas. I clean my face 4 days a week.""",9.0,3,6,okay i pneumonia viral i left post viral bacteri bronchiti infect i given doxycyclin sandoz tablet taken six tablet now doctor notic i quiet sever acn scare he explain medicin said skin start clear let know i get my experi far amaz reason i break first day brought ugli big pimpl left bruis day later almost gone my sore on top i daili routin sometim i bio zinic tablet deep cleanser niva real u cream affect area i clean day week
Latuda,Bipolar Disorde,"""I&#039;ve taken a lot of medications. I was prescribed latuda and it wasnt a very good experience. I couldn&#039;t even sit down to watch a movie without feeling jittery and needing to be on the go. When it was bed time my legs were so restless I couldn&#039;t sleep. I would lay in bed kicking my legs non stop. I&#039;ll never take this again.""",3.0,25,22,i taken lot medic i prescrib latuda wasnt good experi i even watch movi without feel jitteri need go when bed time leg restless i sleep i would lay bed kick leg stop i never
Anastrozole,Breast Cance,"""I have been on anastozole for a year and half, was on tamoxifen for a year before but now gone through menopause. I was a fit 41 year old before, I always have  horrible taste in mouth, struggle to get up to walk especially from out of bed, my joints are so painful, I struggle to grip, lost the steering wheel the other week and nearly shot off road, fuzzy head, hot sweats, think I&#039;ve made the decision to come off it and hope for the best.""",6.0,40,26,i anastozol year half tamoxifen year gone menopaus i fit year old i alway horribl tast mouth struggl get walk especi bed joint pain i struggl grip lost steer wheel week nearli shot road fuzzi head hot sweat think i made decis hope best
Linaclotide,Irritable Bowel Syndrome,"""Before starting Linzess at age 21 (~1 yr ago), I was going to the bathroom about once every 3 weeks. Eventually, laxatives were necessary but still I was going maybe 3 times a month. I was experiencing severe stomach pains that left me in bed for hours at a time daily, eventually I ended up in the ER.

Within 24 hours of starting Linzess, I went to the bathroom. Yes, the first few days it was diarrhea. Within the first week, I was having regular bowel movements and have been having about 1/day since then. MY STOMACH PAIN HAS DISAPPEARED (that&#039;s huge!!!!) 

Gas? Yes, all the time. Diarrhea? Only if I take it too late in the day. Increased hunger? Yes, obviously, because my stomach is empty. Worth it? 5 billion percent.""",10.0,128,73,befor start linzess age yr ago i go bathroom everi week eventu lax necessari still i go mayb time month i experienc sever stomach pain left bed hour time daili eventu i end er within hour start linzess i went bathroom ye first day diarrhea within first week i regular bowel movement day sinc my stomach pain ha disappear huge ga ye time diarrhea onli i late day increas hunger ye obvious stomach empti worth billion percent
Phenol,Sore Throat,"""I will personally attest to this,,,
33 years ago, as a teenager, I came home from school one day with a terrible sore throat - I squirted quite a bit of Chloraseptic into my throat and swallowed more than I should have. Within hours, I fell into, what I have described all these years later, as a coma-like state of awareness for a good majority of the rest of that week.  I finally began to come out of that state 5 days later.  It was never discussed with any doctor, so I just chalked it up to some freak of nature.  

I am, without a doubt, now assured the phenol ingredient was the cause to my negative reaction to swallowing 
the Chloraseptic!""",6.0,7,118,i person attest year ago teenag i came home school day terribl sore throat i squirt quit bit chlorasept throat swallow i within hour i fell i describ year later coma like state awar good major rest week i final began state day later it never discuss doctor i chalk freak natur i without doubt assur phenol ingredi caus neg reaction swallow chlorasept
Nexplanon,Birth Control,"""I have been on Nexplanon for about a year and a half now. I decided to go with this form of BC because I am so forgetful that the pill was just not an option for me. This has honestly been one of the most frustrating experiences I have ever had. When I first got it inserted in my arm I noticed I had my period practically everyday and this went on for about 3 months until I went back to my  gynecologist and she said it was completely normal and that it should stop. Well it hasn&#039;t at all. Everyday I have spotting and it&#039;s gotten to the point where I have to wear a tampon every day . Every time I have sex there is always blood everywhere. And it&#039;s hard explaining why I am always on my period to my partner and it&#039;s made me self conscious.""",2.0,13,23,i nexplanon year half i decid go form bc i forget pill option thi honestli frustrat experi i ever when i first got insert arm i notic i period practic everyday went month i went back gynecologist said complet normal stop well everyday i spot gotten point i wear tampon everi day everi time i sex alway blood everywher and hard explain i alway period partner made self consciou
Duloxetine,Anxiety,"""Prescribed via a Psychiatrist for severe Panic attacks for 2 years.
If I take dosage late or forget to take it the withdrawal symptoms kick in.  
Gnawing physical pain, breathlessness, disorientation to time, difficulties in word finding while speaking, severe muscle pain and stiffness, nausea, labile emotions and panic.

""",1.0,27,10,prescrib via psychiatrist sever panic attack year if i dosag late forget withdraw symptom kick gnaw physic pain breathless disorient time difficulti word find speak sever muscl pain stiff nausea labil emot panic
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""I had been putting off colonoscopy for years due to fear of prep, despite the fact my mother had colon cancer when she was 48!! I am 48 now and couldn&#039;t put it off any longer. I have to say Suprep was great! Follow doctor/kit instructions exactly. Works within 30-45 min after dosing. Done using bathroom within 3-3 1/2 hours. Tips: Eat lightly 2 or so days prior, eating mainly soft foods. Hydrate yourself several days prior also, making sure to get lots of extra fluids/electrolytes. Don&#039;t drink too much right before dosing so that you can get all the solution/water down comfortably. Do drink as much fluid as you can in between doses to stay hydrated. And RELAX! Positive attitude goes along way! I would definitely use this product again.""",9.0,73,24,i put colonoscopi year due fear prep despit fact mother colon cancer i put longer i say suprep great follow doctor kit instruct exactli work within dose done use bathroom within hour tip eat lightli day prior eat mainli soft food hydrat sever day prior make sure get lot extra fluid electrolyt don drink much right dose get solut water comfort do drink much fluid dose stay hydrat and relax posit attitud goe along way i would definit use product
Fentanyl,Pain,"""I have been on the duragesic patches 100mcg every 2 days a little over 3 years for chronic pain due to a failed lumbar fusion surgery. Before going on the patch I was taking 10-15 loritab&#039;s a day , which tore my gastrointestinal system apart.  These patches were a Godsend. with norco as a break through med.  I usually only have to take if I get a little over active . The only reason I didn&#039;t rate a 10 was a few side effects sweats and constipation being the worse. gains beat that easy.""",9.0,39,97,i durages patch mcg everi day littl year chronic pain due fail lumbar fusion surgeri befor go patch i take loritab day tore gastrointestin system apart these patch godsend norco break i usual i get littl activ the reason i rate side effect sweat constip wors gain beat easi
Mirtazapine,Anxiety,"""Suffered from anxiety and depression for 3 months with over 20 side effects. Took citalopram and Prozac but both only worsened my side effects. Finally doctor gave me mirtazapine and almost overnight I seemed to improve. Had my first full sleep in 3 months and felt like eating again. Slowly over the course of 1 week all side effects left me and within 2 weeks I was more or less off the medicine. 3 months later I lead my old life again. If you suffer from sleep and have lost your appetite due to anxiety give this a go. Good luck""",10.0,58,10,suffer anxieti depress month side effect took citalopram prozac worsen side effect final doctor gave mirtazapin almost overnight i seem improv had first full sleep month felt like eat slowli cours week side effect left within week i less medicin month later i lead old life if suffer sleep lost appetit due anxieti give go good luck
Alprazolam,Anxiety,"""I&#039;ve been tormented by anxiety since childhood. I am 24 years old and have been through a lot in my life. I&#039;ve been diagnosed with depression, bipolar disorder and anxiety, panic attacks, ADD. I&#039;ve been medicated most my life as well. My anxiety got so bad in high school that I had to be home schooled. I wake up in the morning feeling like my heart will explode for no apparent reason. I get intense irrational fear and intense impulses to harm myself because I just can&#039;t take it and get frustrated I start throwing and breaking things I can&#039;t stand to be alone a lot of the time. Xanax works fast and calms me down without knocking me out. Depending on the severity of my attacks I take up to 2 mg. No less than 0.5-1mg.""",10.0,46,10,i torment anxieti sinc childhood i year old lot life i diagnos depress bipolar disord anxieti panic attack add i medic life well my anxieti got bad high school i home school i wake morn feel like heart explod appar reason i get intens irrat fear intens impuls harm i get frustrat i start throw break thing i stand alon lot time xanax work fast calm without knock depend sever attack i mg no less mg
Venlafaxine,Depression,"""Worked for 2 weeks then stopped.""",1.0,14,40,work week stop
Levonorgestrel,Emergency Contraception,"""Ok girls if your reading this it&#039;s because you are scared because u think ur pregnant and don&#039;t understand plan b I sadly am 15 and had unprotected sex with my bf. I am on birth control but being stupid I was still scared even tho he didn&#039;t cum inside of me so I took plan b anyways the week after I had sex again unprotected but this time he cummed inside and that scared me so even tho I am on birth control I took plan b about 30 hours later I have had awful side affects dizziness, being nauseous and headaches have been killing me for about a week now I was supposed to get my period last night during the night and I didn&#039;t so I started getting really scared but tonight I finally got it and it was a big relief!!! Plan b works don&#039;t worry!!!!""",10.0,19,47,ok girl read scare think ur pregnant understand plan b i sadli unprotect sex bf i birth control stupid i still scare even tho insid i took plan b anyway week i sex unprotect time cum insid scare even tho i birth control i took plan b hour later i aw side affect dizzi nauseou headach kill week i suppos get period last night night i i start get realli scare tonight i final got big relief plan b work worri
Lansoprazole,Barrett's Esophagus,"""Stopped the symptoms (heartburn and reflux) immediately and completely. No side effects. For me, a wonder pill.""",10.0,20,20,stop symptom heartburn reflux immedi complet no side effect for wonder pill
Liraglutide,Obesity,"""Started taking Saxenda on April 18th and have had only a few side effects. I have some nausea and a headache in the evenings. I&#039;m hoping this subsides the longer I&#039;ve been on it. I have lost 6 lbs which is an amazing accomplishment for me. I have not been able to loose more than 2 lbs no matter what diet I&#039;ve tried. I get full very fast, only eating about 1/2 what I used to eat at each meal. Sleeping great but am experiencing a great deal of fatigue especially late afternoon and evening. Will continue on and hope this weight loss continues. The doctor gave me a month of samples so I didn&#039;t waste money if it didn&#039;t agree with me.""",7.0,21,89,start take saxenda april th side effect i nausea headach even i hope subsid longer i i lost lb amaz accomplish i abl loos lb matter diet i tri i get full fast eat i use eat meal sleep great experienc great deal fatigu especi late afternoon even will continu hope weight loss continu the doctor gave month sampl i wast money agre
